X	Y	Z	CUT	DENSITY	ZONE
20	30	0	0.651615569	1.658630154	2
20	30	10	3.015728426	3.004246979	2
30	-160	20	0.988360239	1.927120855	2
30	-160	30	1.871674601	2.036160768	2
30	-150	10	3.781621124	1.778257656	2
30	-150	20	0.791637988	2.248829167	2
30	-150	30	1.477800283	2.267653573	2
30	-140	10	5.474719448	2.780990037	2
30	-140	20	3.977270207	1.880965694	2
30	-140	30	1.874231933	2.524634002	2
30	-130	0	3.427242488	2.724843297	2
30	-130	10	2.444043937	2.463949818	2
30	-130	20	4.823427211	2.777084089	2
30	-130	30	3.705166681	2.935411635	2
30	-120	0	3.134064954	2.581906876	2
30	-120	10	1.713802379	2.697828058	2
30	-120	20	1.017159204	2.69753332	2
30	-120	30	4.437059552	3.128502604	2
30	-110	0	2.794716205	1.968253304	2
30	-110	10	1.700391215	1.510649088	2
30	-110	20	1.498685829	2.978818493	2
30	-110	30	4.514416214	2.655429261	2
30	-100	-10	1.911050483	3.404539838	2
30	-100	0	1.755768509	2.285685271	2
30	-100	10	3.730821509	2.570242828	2
30	-100	20	3.436462229	3.488257875	2
30	-100	30	0.842601388	1.804155478	2
30	-90	-10	1.541360921	3.240880273	2
30	-90	0	3.092085945	2.995336652	2
30	-90	10	4.178239905	2.016683805	2
30	-90	20	3.213174053	1.566422957	2
30	-90	30	0.998602513	2.423775389	2
30	-80	-10	3.702545017	2.643062135	2
30	-80	0	1.724280606	2.067235905	2
30	-80	10	3.302740007	3.09354641	2
30	-80	20	3.906204919	3.463099072	2
30	-80	30	3.62288657	1.570669533	2
30	-70	-10	4.847909445	2.145258495	2
30	-70	0	4.192105641	3.666106405	2
30	-70	10	4.134191521	2.522247476	2
30	-70	20	3.771773266	2.635934641	2
30	-60	-10	2.428742317	2.452377434	2
30	-60	0	1.947618434	2.731366696	2
30	-60	10	4.898005541	2.810608449	2
30	-60	20	0.638686138	3.080589848	2
30	-50	-10	1.896747476	1.910147702	2
30	-50	0	0.673624939	1.690999611	2
30	-50	10	1.122633639	2.65277381	2
30	-50	20	2.846638437	3.690791845	2
30	-40	-10	0.512963356	1.504137434	2
30	-40	0	4.253504681	3.018376302	2
30	-40	10	3.377274808	1.515791974	2
30	-40	20	5.208860729	1.942324664	2
30	-30	-10	4.638620363	1.826865285	2
30	-30	0	0.691873209	2.652388353	2
30	-30	10	0.534855004	2.823386524	2
30	-20	-10	3.986135825	1.521002594	2
30	-20	0	4.910322547	1.996986739	2
30	-20	10	2.068734354	3.350294562	2
30	-10	-10	3.733766076	3.217302285	2
30	-10	0	3.315564378	3.467428213	2
30	-10	10	2.552422371	2.340010675	2
30	0	-10	2.007879579	2.350442495	2
30	0	0	2.572203907	3.061707648	2
30	0	10	5.204048059	3.155607528	2
30	10	-10	4.549532473	3.584901487	2
30	10	0	1.176721273	1.740829925	2
30	10	10	3.784127117	3.359573692	2
30	20	-10	4.308332994	3.684257937	2
30	20	0	0.522447496	2.375502312	2
30	20	10	1.451879229	3.62750912	2
30	30	-10	0.645509199	3.403203266	2
30	30	0	2.432934499	1.593570536	2
30	30	10	2.869978366	3.572835396	2
30	40	0	4.852311735	1.795884776	2
30	40	10	1.811544693	2.902984422	2
40	-160	20	5.005582952	3.454364002	2
40	-160	30	4.457902415	2.664877045	2
40	-150	10	0.538029593	3.106550821	2
40	-150	20	4.647490902	2.012266469	2
40	-150	30	0.852417382	2.531681941	2
40	-140	10	0.593668197	2.334885542	2
40	-140	20	2.605696203	1.640540734	2
40	-140	30	2.821074854	1.873344607	2
40	-130	0	1.866133427	3.604277812	2
40	-130	10	5.144775249	2.238531503	2
40	-130	20	3.898552654	3.407017585	2
40	-130	30	5.195886549	3.055395739	2
40	-120	0	5.284254931	2.015385492	2
40	-120	10	0.5778113	3.072853876	2
40	-120	20	5.134033741	2.009683729	2
40	-120	30	1.178593748	1.775484747	2
40	-110	0	0.522970606	1.608265922	2
40	-110	10	3.427862393	2.884754341	2
40	-110	20	4.183718612	2.871489854	2
40	-110	30	3.151401764	2.526757324	2
40	-100	0	1.216130638	1.823058437	2
40	-100	10	1.024255131	3.319054592	2
40	-100	20	4.661189848	3.577054087	2
40	-100	30	2.542791524	3.288648366	2
40	-90	-10	4.618120395	2.331123575	2
40	-90	0	5.300499388	3.121912889	2
40	-90	10	4.367258542	3.527465964	2
40	-90	20	4.035039608	3.087561942	2
40	-90	30	0.579915436	1.53718612	2
40	-80	-10	4.053728886	1.846176899	2
40	-80	0	3.526668748	1.828759521	2
40	-80	10	4.916670278	1.924385533	2
40	-80	20	3.603630025	1.612830228	2
40	-80	30	3.838197098	2.857288712	2
40	-70	-10	2.811617822	3.621769724	2
40	-70	0	1.629970757	2.937533242	2
40	-70	10	3.608656449	1.6798973	2
40	-70	20	2.008648828	2.717861684	2
40	-70	30	4.318413598	3.240442943	2
40	-60	-10	4.852101196	2.757390812	2
40	-60	0	1.691274666	3.085317039	2
40	-60	10	3.392480939	3.639202375	2
40	-60	20	3.039415999	2.071096986	2
40	-50	-10	2.688119457	1.694126837	2
40	-50	0	1.075225534	2.738555254	2
40	-50	10	2.769104788	2.95175343	2
40	-50	20	0.621334699	1.716409692	2
40	-40	-10	0.850456885	2.074126874	2
40	-40	0	0.552671489	3.07112924	2
40	-40	10	4.109477218	2.360512902	2
40	-40	20	2.914626549	3.01884961	2
40	-30	-10	2.71783794	3.657810044	2
40	-30	0	2.141361851	2.385150524	2
40	-30	10	1.786170147	2.519174169	2
40	-20	-10	1.332583334	2.481087467	2
40	-20	0	0.975308214	3.428322361	2
40	-20	10	0.890812635	3.160700682	2
40	-10	-10	1.850824741	3.374786984	2
40	-10	0	3.204003305	3.323334667	2
40	-10	10	2.382507726	1.875570156	2
40	0	-10	0.70008138	3.233746433	2
40	0	0	3.131935291	3.442231789	2
40	0	10	1.809710217	3.173652754	2
40	10	-10	3.46272663	2.494927462	2
40	10	0	2.920304398	2.612666905	2
40	10	10	2.301568445	2.958152413	2
40	20	-10	1.810541176	1.725698982	2
40	20	0	2.733939285	2.210848704	2
40	20	10	3.803068758	3.586105381	2
40	30	-10	2.577831707	3.031517955	2
40	30	0	2.563949135	1.871139551	2
40	30	10	3.151056122	2.938190429	2
40	40	-10	4.212113891	2.605778137	2
40	40	0	3.970765505	3.508602033	2
40	40	10	4.26049318	1.784264166	2
40	50	0	1.769964231	1.584704383	2
50	-150	20	4.133544127	2.427415052	2
50	-150	30	1.710174067	1.760988451	2
50	-140	10	5.363378603	2.002813896	2
50	-140	20	1.14084033	2.518436523	2
50	-140	30	2.811249713	2.590540213	2
50	-130	10	3.392465572	3.025678388	2
50	-130	20	2.639030371	2.698373857	2
50	-130	30	1.54672276	3.304735175	2
50	-120	0	1.170308178	2.379305913	2
50	-120	10	2.536447727	1.669018981	2
50	-120	20	5.273009122	3.255374536	2
50	-120	30	2.975988757	2.855775783	2
50	-110	0	2.356295732	3.482186722	2
50	-110	10	5.410668176	3.361828196	2
50	-110	20	5.108232036	3.674141794	2
50	-110	30	1.840628247	1.783743738	2
50	-100	0	3.986499241	2.371347346	2
50	-100	10	1.856271778	2.230458899	2
50	-100	20	4.653780868	1.639869567	2
50	-100	30	3.543163977	1.6574514	2
50	-90	-10	0.718851287	2.630392458	2
50	-90	0	2.302266073	2.21549705	2
50	-90	10	2.652015636	2.628324178	2
50	-90	20	2.022967437	1.655893615	2
50	-90	30	1.53965607	3.415209223	2
50	-80	-10	4.248413569	2.807194652	2
50	-80	0	3.454763154	1.748284746	2
50	-80	10	1.342135793	3.129859807	2
50	-80	20	2.404364561	3.100567176	2
50	-80	30	4.564132921	3.482701337	2
50	-70	-10	3.119224297	2.184284782	2
50	-70	0	3.585941815	2.94273801	2
50	-70	10	2.272063913	3.56258362	2
50	-70	20	3.346800005	3.260227872	2
50	-70	30	3.247272737	1.583115892	2
50	-60	-10	2.92062858	1.858322421	2
50	-60	0	1.069139778	1.536466466	2
50	-60	10	4.34498164	2.978502367	2
50	-60	20	4.344465267	3.310397493	2
50	-60	30	5.207798617	3.621921527	2
50	-50	-10	1.772713387	2.269971869	2
50	-50	0	4.721467782	1.843184147	2
50	-50	10	4.741711022	3.09040723	2
50	-50	20	4.116549718	1.742312291	2
50	-40	-10	3.578537548	3.500267407	2
50	-40	0	1.631869976	2.483659657	2
50	-40	10	1.991813764	2.337715193	2
50	-40	20	4.765278885	2.519885055	2
50	-30	-10	1.176844605	1.566580843	2
50	-30	0	2.578469419	2.531606257	2
50	-30	10	4.086400111	1.543558327	2
50	-30	20	3.862616387	2.449288164	2
50	-20	-10	1.755481016	2.698223439	2
50	-20	0	0.537884898	2.340573412	2
50	-20	10	1.218173759	2.917473806	2
50	-20	20	3.716571049	2.149455385	2
50	-10	-10	0.724014812	3.326780037	2
50	-10	0	2.208087372	1.660183914	2
50	-10	10	2.618007522	3.469022754	2
50	0	-10	3.549910382	3.000525457	2
50	0	0	3.077296274	3.450803161	2
50	0	10	1.470181648	3.592591392	2
50	10	-10	5.033322995	2.044911264	2
50	10	0	4.502307478	1.876228287	2
50	10	10	2.961475245	3.649279357	2
50	20	-10	2.648410735	2.133466848	2
50	20	0	5.302168803	1.804153699	2
50	20	10	4.171958497	2.355855318	2
50	30	-10	0.881070822	2.120778527	2
50	30	0	5.317945323	3.555162189	2
50	30	10	2.636325861	1.692973608	2
50	40	-10	4.010151212	2.775307945	2
50	40	0	3.558310641	1.589569863	2
50	40	10	2.129418964	3.007409812	2
50	50	0	0.810647673	2.987739544	2
50	-130	40	1.34217823	2.775876441	1
50	-120	40	1.42119533	2.193843054	1
50	-100	40	3.046414601	2.059565414	1
50	-90	40	3.923695683	1.677113564	1
60	-140	10	5.140629348	2.596872575	2
60	-140	20	0.985345039	1.688615202	2
60	-140	30	1.068418567	3.372406122	2
60	-130	10	3.929924698	3.171925029	2
60	-130	20	4.778189548	3.278802536	2
60	-130	30	3.839800068	3.465646119	2
60	-120	0	5.237635647	2.188723576	2
60	-120	10	2.767713316	2.79652704	2
60	-120	20	1.018000594	3.681121466	2
60	-120	30	1.124552193	1.727550741	2
60	-110	0	2.34004408	2.012244203	2
60	-110	10	3.430330156	3.300914837	2
60	-110	20	3.107116933	1.857321806	2
60	-110	30	1.304067319	2.476514739	2
60	-100	0	5.376601674	2.099934923	2
60	-100	10	3.793224256	2.384169414	2
60	-100	20	1.663296379	3.252602019	2
60	-100	30	4.259184933	1.582535362	2
60	-90	0	3.588310507	3.442522998	2
60	-90	10	0.811499284	3.509238751	2
60	-90	20	1.808832576	2.771722096	2
60	-90	30	5.090313938	2.552282746	2
60	-80	-10	2.55659592	3.498999339	2
60	-80	0	1.525646074	2.342584634	2
60	-80	10	5.372212689	1.991761162	2
60	-80	20	2.109161921	1.926681238	2
60	-80	30	4.280089285	2.336128446	2
60	-70	-10	2.657010461	3.404559369	2
60	-70	0	0.993960331	1.960478729	2
60	-70	10	5.311375034	2.362774019	2
60	-70	20	4.125136015	3.64544169	2
60	-70	30	1.837138445	2.16195465	2
60	-60	-10	1.969930134	2.573133732	2
60	-60	0	1.455222271	2.851921654	2
60	-60	10	4.461392967	2.533761969	2
60	-60	20	3.118395024	1.933770062	2
60	-60	30	4.513330937	2.144704683	2
60	-50	-10	1.175251194	2.146551256	2
60	-50	0	0.984388402	2.401688892	2
60	-50	10	2.66030485	3.381144243	2
60	-50	20	1.689458647	1.805348816	2
60	-40	-10	2.570670684	3.322556335	2
60	-40	0	3.537555731	2.003178345	2
60	-40	10	2.616163332	3.544649556	2
60	-40	20	2.640302145	3.667109361	2
60	-30	-10	3.397993212	2.677059756	2
60	-30	0	3.573656101	2.358086769	2
60	-30	10	4.355012053	3.563789715	2
60	-30	20	1.668533963	1.51740792	2
60	-20	-10	4.238392709	3.488214255	2
60	-20	0	5.381329088	3.052753593	2
60	-20	10	3.481743477	2.120540892	2
60	-20	20	2.098533075	3.205626776	2
60	-10	-10	2.161107762	3.391186076	2
60	-10	0	4.449650558	2.354738638	2
60	-10	10	1.688611223	3.268700033	2
60	-10	20	3.335895905	3.271802165	2
60	0	-10	2.835902503	3.383546426	2
60	0	0	5.234092368	2.342246636	2
60	0	10	0.65092807	3.379332982	2
60	10	-10	1.284118273	3.171341128	2
60	10	0	1.326741508	2.528041265	2
60	10	10	1.933425749	3.188102196	2
60	20	-10	1.648097518	1.526283143	2
60	20	0	2.76546649	2.736457433	2
60	20	10	3.562248361	2.605231629	2
60	30	-10	0.917513281	2.891256479	2
60	30	0	3.310870895	3.455093046	2
60	30	10	1.495646525	3.319506982	2
60	40	-10	2.336574582	2.847954853	2
60	40	0	5.39245227	3.289054978	2
60	40	10	0.782051262	2.831523489	2
60	-130	40	3.124360532	2.115864047	1
60	-120	40	0.118346812	1.81016923	1
60	-110	40	0.9420354	2.674005582	1
60	-100	40	1.381939862	2.954484257	1
60	-90	40	2.31974475	2.782979507	1
60	-80	40	0.229173993	2.546913363	1
70	-140	20	4.361960911	3.42585486	2
70	-140	30	0.814203579	1.932463799	2
70	-130	10	1.026582074	2.407883804	2
70	-130	20	4.759459479	1.81028527	2
70	-130	30	4.813311437	2.149454264	2
70	-120	10	4.093799602	1.562081034	2
70	-120	20	4.793027534	3.384950436	2
70	-120	30	4.91672154	2.398209845	2
70	-110	0	4.724708255	2.399201985	2
70	-110	10	4.787374574	3.285404545	2
70	-110	20	4.409864394	3.014883634	2
70	-110	30	4.650481844	2.784909579	2
70	-100	0	3.346069362	2.204447558	2
70	-100	10	4.585724327	3.376368532	2
70	-100	20	1.742800223	2.665887261	2
70	-100	30	2.411494315	2.571204255	2
70	-90	0	4.778212185	3.096442895	2
70	-90	10	2.098089542	3.084132912	2
70	-90	20	3.348554042	2.580421905	2
70	-90	30	1.816688764	1.544005636	2
70	-80	-10	2.55469402	3.139432232	2
70	-80	0	3.729002646	1.63407504	2
70	-80	10	4.581550038	2.832165567	2
70	-80	20	2.019634047	2.584829799	2
70	-80	30	5.073369495	2.321935115	2
70	-70	-10	3.342346191	2.392637866	2
70	-70	0	3.47891128	3.532571538	2
70	-70	10	3.499925451	2.619906262	2
70	-70	20	1.410171891	1.937765127	2
70	-70	30	4.393982676	2.343439463	2
70	-60	-10	2.25290231	1.912716823	2
70	-60	0	2.107693572	3.376432053	2
70	-60	10	3.260746108	3.502398812	2
70	-60	20	3.912048317	3.46596186	2
70	-60	30	5.276712644	2.339253412	2
70	-50	-10	1.082558462	2.349217584	2
70	-50	0	4.441530553	2.226894595	2
70	-50	10	3.164849016	2.522923217	2
70	-50	20	3.127963504	2.305320781	2
70	-50	30	3.386086021	1.948845843	2
70	-40	-10	4.33247721	2.71702463	2
70	-40	0	4.752152168	3.480163641	2
70	-40	10	1.002414414	2.325811458	2
70	-40	20	1.99144439	2.270154937	2
70	-30	-10	4.619380134	1.997915238	2
70	-30	0	0.909292259	2.825173409	2
70	-30	10	3.428403959	1.764463323	2
70	-30	20	2.340492103	3.661975121	2
70	-20	-10	4.995729246	2.606673649	2
70	-20	0	0.9755477	2.423472554	2
70	-20	10	4.077444818	3.660438062	2
70	-20	20	0.74559449	2.496102852	2
70	-10	-10	2.803813686	1.732811612	2
70	-10	0	2.600706877	3.625794396	2
70	-10	10	1.133642827	3.335443344	2
70	-10	20	1.370988938	2.963524593	2
70	0	-10	3.335534885	1.653772553	2
70	0	0	1.803563041	3.129499302	2
70	0	10	2.786730692	2.141639685	2
70	0	20	4.316388587	2.133469007	2
70	10	-10	4.052895947	2.587071114	2
70	10	0	2.418900026	2.978908354	2
70	10	10	2.161321249	2.787192659	2
70	10	20	2.218993132	3.099092173	2
70	20	-10	3.2319979	2.957334538	2
70	20	0	1.602763123	2.726296082	2
70	20	10	3.045921402	3.55330282	2
70	30	-10	5.269554371	2.815589725	2
70	30	0	3.632357409	2.355671443	2
70	30	10	3.442128575	3.132686725	2
70	40	-10	3.104694637	2.24801462	2
70	40	0	3.225346174	2.123954494	2
70	40	10	0.951247997	1.615820025	2
70	50	0	2.8683244	2.507792929	2
70	-130	40	2.661220912	1.796840375	1
70	-120	40	3.533817848	2.991103394	1
70	-110	40	3.195534098	1.621910014	1
70	-100	40	2.138673149	1.851261714	1
70	-90	40	2.314689494	2.518973652	1
70	-90	50	0.891710678	1.749385142	1
70	-80	40	1.759152179	2.312787033	1
70	-70	40	3.82089147	1.506689352	1
80	-130	20	4.082551104	3.440276856	2
80	-130	30	1.157937169	3.014817433	2
80	-120	10	5.21973788	2.417729028	2
80	-120	20	1.041942486	1.58430753	2
80	-120	30	5.376147607	2.39131063	2
80	-110	10	5.398564677	3.433391279	2
80	-110	20	1.08348702	1.597454938	2
80	-110	30	0.891536212	3.273778575	2
80	-100	0	3.739759264	2.315942222	2
80	-100	10	1.157316066	2.391531037	2
80	-100	20	3.162073184	1.648280003	2
80	-100	30	1.919472544	2.062255211	2
80	-90	0	1.815559083	2.952147231	2
80	-90	10	2.519939612	2.794297965	2
80	-90	20	0.678980043	2.48334466	2
80	-90	30	1.304785189	2.505777387	2
80	-80	0	1.280144481	2.503619122	2
80	-80	10	1.124330039	1.896307233	2
80	-80	20	0.575058841	1.939191914	2
80	-80	30	0.750710308	2.007064969	2
80	-70	-10	4.227677153	3.629266377	2
80	-70	0	0.767353394	2.150142734	2
80	-70	10	3.464816728	3.610939166	2
80	-70	20	4.720166523	1.948391317	2
80	-70	30	4.920377205	2.904318433	2
80	-60	-10	1.108468717	3.037092387	2
80	-60	0	1.258859441	2.157039751	2
80	-60	10	2.240145631	2.549360359	2
80	-60	20	4.624697283	2.945960154	2
80	-60	30	3.369866139	3.144289651	2
80	-50	-10	4.870901059	1.811186775	2
80	-50	0	4.787692701	2.613141941	2
80	-50	10	4.100057093	1.922943541	2
80	-50	20	3.165870294	2.820651316	2
80	-50	30	2.968137141	2.769579842	2
80	-40	-10	5.191450533	1.891470726	2
80	-40	0	2.743770043	1.591495014	2
80	-40	10	5.299561954	2.572704648	2
80	-40	20	5.387456517	2.877564704	2
80	-40	30	4.02682844	2.555783335	2
80	-30	-10	1.452108346	1.670253218	2
80	-30	0	3.649041551	1.634178308	2
80	-30	10	1.932173078	1.781725609	2
80	-30	20	5.270685003	1.714421989	2
80	-20	-10	2.35784685	2.132343188	2
80	-20	0	1.230276536	3.233409671	2
80	-20	10	3.652535202	1.944156893	2
80	-20	20	3.103072009	3.650751862	2
80	-10	-10	2.859965267	2.181372856	2
80	-10	0	4.025103862	2.709849201	2
80	-10	10	4.30641809	2.949432441	2
80	-10	20	2.327079536	1.661803428	2
80	0	-20	0.657059765	3.264099603	2
80	0	-10	4.575656613	3.57928953	2
80	0	0	5.076701474	2.214196752	2
80	0	10	1.127553115	2.811854101	2
80	0	20	1.564846986	2.613156187	2
80	10	-20	2.508403576	1.996211556	2
80	10	-10	5.411310867	2.843166229	2
80	10	0	2.23242801	1.909287778	2
80	10	10	3.97536158	3.551268211	2
80	10	20	2.745494628	1.780923735	2
80	20	-20	3.90915907	2.611125224	2
80	20	-10	0.702689794	1.688443199	2
80	20	0	4.057817388	1.875543222	2
80	20	10	5.200962364	1.947047521	2
80	20	20	5.248446281	3.419983663	2
80	30	-20	5.454930015	3.159766952	2
80	30	-10	4.813249617	2.374649726	2
80	30	0	2.262692155	3.489972942	2
80	30	10	1.557042399	2.440531487	2
80	40	-20	1.248601485	2.291102327	2
80	40	-10	4.581142215	3.590312368	2
80	40	0	4.615333823	2.336579552	2
80	40	10	4.423330434	2.036547998	2
80	50	-10	4.579985503	2.532522542	2
80	50	0	4.122193868	1.94400109	2
80	-130	40	2.641857272	1.815602594	1
80	-120	40	0.291260928	2.686165485	1
80	-110	40	4.004295449	1.905469981	1
80	-110	50	0.043609464	1.506645551	1
80	-100	40	3.215323782	2.067915825	1
80	-100	50	2.21804142	2.965290659	1
80	-90	40	3.196335361	2.318133038	1
80	-90	50	2.129733663	2.068992673	1
80	-80	40	2.513547369	2.248770571	1
80	-80	50	1.536461639	1.514737717	1
80	-70	40	2.471390672	1.638021349	1
80	-60	40	0.187724937	2.13616752	1
90	-130	30	5.42656535	3.58464762	2
90	-120	20	4.5352188	2.890218213	2
90	-120	30	4.652469829	2.878663789	2
90	-110	10	1.356070177	3.567816812	2
90	-110	20	1.650957224	3.250195759	2
90	-110	30	4.26447838	1.879900006	2
90	-100	10	2.957007781	2.814029826	2
90	-100	20	5.16232441	2.184515437	2
90	-100	30	5.393653851	2.783068946	2
90	-90	0	2.069930117	3.291255301	2
90	-90	10	4.709558036	2.103084553	2
90	-90	20	3.957238686	2.646250775	2
90	-90	30	3.986332942	3.51922093	2
90	-80	0	2.202907284	1.817302307	2
90	-80	10	2.855965366	1.912006779	2
90	-80	20	0.692733668	3.434894564	2
90	-80	30	2.804879762	1.574639411	2
90	-70	-10	4.507837841	3.235900824	2
90	-70	0	0.522623985	3.568496917	2
90	-70	10	2.233909232	2.708529654	2
90	-70	20	1.413918294	3.548059631	2
90	-70	30	2.062777527	3.66295313	2
90	-60	-10	2.05116919	1.627331893	2
90	-60	0	2.10737875	2.874248018	2
90	-60	10	3.538275422	1.826267907	2
90	-60	20	1.822578007	2.458218052	2
90	-60	30	0.996283005	2.63156752	2
90	-50	-10	4.058327774	3.691694514	2
90	-50	0	5.336731823	3.202615143	2
90	-50	10	5.095919664	2.45435513	2
90	-50	20	0.650714151	2.734523856	2
90	-50	30	1.583054037	3.011849693	2
90	-40	-10	4.663995022	2.190036348	2
90	-40	0	2.22778313	2.011802106	2
90	-40	10	3.50545178	2.955725181	2
90	-40	20	4.299799493	2.337217647	2
90	-40	30	1.936475019	1.768097728	2
90	-30	-10	3.824464874	3.534422872	2
90	-30	0	3.887072581	2.856899473	2
90	-30	10	0.742217756	2.396043269	2
90	-30	20	5.231828054	2.985749563	2
90	-30	30	3.161419375	3.202387294	2
90	-20	-20	3.99369648	3.631152319	2
90	-20	-10	2.548735202	2.91653363	2
90	-20	0	5.052561025	2.768852286	2
90	-20	10	1.927283855	2.282460042	2
90	-20	20	2.957913148	2.453222118	2
90	-10	-20	1.068016158	2.304219772	2
90	-10	-10	4.213919749	2.786629882	2
90	-10	0	3.493928456	1.561327294	2
90	-10	10	1.617044682	1.804150315	2
90	-10	20	1.094683824	1.814043921	2
90	0	-20	0.569729755	2.837933386	2
90	0	-10	3.50437092	1.995177188	2
90	0	0	0.793524376	2.611959614	2
90	0	10	3.242979479	2.213295041	2
90	0	20	2.311070261	2.905720378	2
90	10	-20	3.393405147	2.911179376	2
90	10	-10	5.422213034	3.163505004	2
90	10	0	5.231082622	2.201559222	2
90	10	10	1.185840921	2.322462093	2
90	10	20	1.522981803	2.744035442	2
90	20	-20	2.120649857	1.955421785	2
90	20	-10	4.766969085	1.785941561	2
90	20	0	2.79766791	2.489466545	2
90	20	10	1.576481186	2.75288452	2
90	20	20	4.790642142	2.291788068	2
90	30	-20	3.006149197	2.856917115	2
90	30	-10	4.438065003	1.645057804	2
90	30	0	4.58803706	3.469845472	2
90	30	10	3.048299632	2.804866216	2
90	30	20	4.295355773	1.776750281	2
90	40	-20	3.102796488	3.373806718	2
90	40	-10	1.717050791	3.418883364	2
90	40	0	0.998215317	2.151262315	2
90	40	10	5.007075591	2.544372337	2
90	50	-10	3.255143167	2.420753478	2
90	50	0	4.491325384	3.490576874	2
90	-120	40	2.985505697	2.444032268	1
90	-110	40	1.858513997	2.712609091	1
90	-110	50	0.594311433	2.462235754	1
90	-100	40	2.471593777	2.84562181	1
90	-100	50	1.262123295	1.55679003	1
90	-90	40	1.32644606	2.875673171	1
90	-90	50	0.865768707	1.937597356	1
90	-90	60	3.95856566	2.464847484	1
90	-80	40	1.755023676	1.743036268	1
90	-80	50	4.12104005	1.51263525	1
90	-80	60	3.118182901	2.098369732	1
90	-70	40	3.934303647	2.374468257	1
90	-70	50	4.063499112	2.039677431	1
90	-60	40	3.861630107	1.72891156	1
90	-50	40	1.55166826	2.853834503	1
100	-120	30	5.326256087	1.641409636	2
100	-110	20	2.611489373	1.659619259	2
100	-110	30	3.59844441	2.880813201	2
100	-100	10	2.438963977	2.391500938	2
100	-100	20	3.243373048	2.930190591	2
100	-100	30	1.216845161	2.621915704	2
100	-90	10	1.241083068	2.369110889	2
100	-90	20	2.079432185	3.210857937	2
100	-90	30	2.06573026	2.65928156	2
100	-80	0	3.941607628	3.642956125	2
100	-80	10	1.507515881	3.323692059	2
100	-80	20	2.656751248	3.549426074	2
100	-80	30	4.027446701	2.180863801	2
100	-70	0	2.368473403	2.238231506	2
100	-70	10	3.515611036	2.611815766	2
100	-70	20	3.245445186	2.84977685	2
100	-70	30	2.824217	3.218659533	2
100	-60	-10	1.985677064	2.650436151	2
100	-60	0	0.741996922	1.831325788	2
100	-60	10	4.582209274	1.955371616	2
100	-60	20	2.554680117	3.389658098	2
100	-60	30	5.340762718	1.550386593	2
100	-50	-10	2.875721966	1.730050334	2
100	-50	0	4.839774034	2.154243153	2
100	-50	10	4.005084462	2.829491268	2
100	-50	20	3.59617116	3.096881402	2
100	-50	30	0.594618818	2.161518653	2
100	-40	-10	1.36546229	2.340836945	2
100	-40	0	3.039439993	2.458197668	2
100	-40	10	2.660094569	3.564040582	2
100	-40	20	2.005516363	3.105416025	2
100	-40	30	0.811286745	2.35843588	2
100	-30	-10	2.309974209	2.752134526	2
100	-30	0	2.497588023	1.903278156	2
100	-30	10	5.15244239	1.729351107	2
100	-30	20	0.708018483	3.344410999	2
100	-30	30	3.350366008	3.056777787	2
100	-20	-20	2.408115963	2.126097088	2
100	-20	-10	3.550773053	2.088138899	2
100	-20	0	0.520803541	1.598254901	2
100	-20	10	1.932172254	3.247634331	2
100	-20	20	1.370388169	1.636739054	2
100	-20	30	4.987471477	2.573492876	2
100	-10	-20	2.267841234	2.246537417	2
100	-10	-10	2.816675052	3.227220085	2
100	-10	0	0.997219667	3.610680162	2
100	-10	10	0.827717215	1.928855141	2
100	-10	20	2.250119443	3.248301324	2
100	-10	30	1.747105703	2.876586795	2
100	0	-20	3.775497958	3.210240626	2
100	0	-10	0.757325318	2.084307508	2
100	0	0	3.192870586	2.282608441	2
100	0	10	3.111828121	1.649220508	2
100	0	20	3.589285904	2.340351469	2
100	0	30	1.074256578	3.673411436	2
100	10	-20	5.346008529	3.017715462	2
100	10	-10	5.344882563	1.512283237	2
100	10	0	2.722218873	3.002072458	2
100	10	10	4.360719284	2.318356986	2
100	10	20	1.595293795	3.274402825	2
100	10	30	1.491344607	3.051605652	2
100	20	-20	1.208255488	2.579709722	2
100	20	-10	4.831676767	3.10197784	2
100	20	0	4.017182081	2.857831193	2
100	20	10	4.59950859	2.60323098	2
100	20	20	2.35183396	2.927771328	2
100	20	30	4.140535338	2.150225754	2
100	30	-20	3.33453094	3.029279597	2
100	30	-10	0.744106976	3.32093391	2
100	30	0	0.846434349	2.509942607	2
100	30	10	4.143075757	3.443133701	2
100	30	20	4.568818087	2.518541771	2
100	40	-20	3.509450545	2.013338239	2
100	40	-10	3.665843755	2.638662257	2
100	40	0	1.733102066	2.547712242	2
100	40	10	5.354875766	2.046195003	2
100	50	-20	3.744196776	3.196004715	2
100	50	-10	2.565260957	2.933377519	2
100	50	0	4.155350935	2.505159327	2
100	-120	40	0.28959641	1.771271954	1
100	-110	40	1.796265629	1.617216504	1
100	-110	50	1.980954151	1.77920832	1
100	-100	40	4.409198435	2.418673459	1
100	-100	50	3.286715685	1.942930019	1
100	-100	60	0.024461827	2.221137306	1
100	-90	40	1.264767469	2.055370551	1
100	-90	50	3.107117192	2.716135818	1
100	-90	60	3.791495916	1.826993072	1
100	-80	40	3.68923449	2.688833135	1
100	-80	50	0.50050085	2.38980708	1
100	-80	60	1.282678998	2.35185576	1
100	-70	40	1.818985358	1.709915619	1
100	-70	50	3.031691518	2.883225427	1
100	-70	60	1.660952614	2.466104377	1
